staid,stnwtcid,stnsite,stnnumber,stnname,stnstatus,statype,stncatchment,stnlatitude,stnlongitude,stnelevation,stnelevationhydro,stnelevationmet,stnelevationgeneral,stndatum,stneasting,stnnorthing,stnisin,stngeneraldescription,stnfunchydrometric,stnfuncgroundwater,stnfuncmeteorological,stnfuncwaterquality,stnfuncicemonitoring,stntemplategroundwater,stntemplatehydrometric,stntemplatewaterquality,stntemplateicemonitoring,stngroundwaterpipeheight,stngroundwaterdatum,stnhydrometricdatum,stnaafrd,stnaemonitoringbranch,stnaenvregion,stnaenvstationtype,stnarc,stnacquisitionmethod,stnacquisitionplatform,stnaffectedbyhumanactivity,stnaliasfires,stnaliasmscclimate,stnaliasmsctc,stnaliasmscwmo,stnaliasnewleaf,stnaliassnow,stnaliastsmlocation,stnaliastsmsite,stnaquifer,stnaquifertype,stnarchivedatacomments,stnarealextent,stnassessmentdatabasewellname,stnassessmentandinterpretation,stnbankproperties,stnbenchmarks,stnbridgeangle,stncbm,stnclbr,stnca,stncameravideo,stncatchmentsize,stnchemexcel,stncl,stncompletion,stnconversionfactor,stnconverttodatum,stndatacollection,stndateagreementsigned,stndatumofpublisheddata,stndepthm,stndepthclass,stndiametermm,stndistancetoconfluence,stndrainageareaeffective,stndrainageareagross,stndrainagebasin,stndrilldate,stndrought,stnelog,stnercblicence,stnercbwellname,stnelevationquality,stnendofavailabledata,stnenvnumber,stnequipmentassetvalue,stnequipmenttype,stnexpirydate,stnf,stnfe,stnfirstwqsampledate,stnformation,stngicwellid,stngamma,stngaugingtype,stngroundproperties,stnhg,stnhq,stninusesince,stnlsd,stnlandowner,stnlanduseagreement,stnlatlongquality,stnlegals,stnlithology,stnlocalandothercontacts,stnlocationdescription,stnmapsheet,stnmeridian,stnmg,stnmiscstationaliases,stnmiscstationaliasesremarks,stnmonitoring,stnmsllstation,stnnh4,stnno2no3,stnnrtstation,stnna,stnobswell,stnoperationalstatusdetails,stnoperator,stnowner,stnpercentownedbyaenv,stnperiodofoperationattr,stnposatriver,stnprimarywellnetwork,stnproductionm,stnprojectcode,stnprovincialstationid,stnprovincialstationwellname,stnpumptestdate,stnpumptesthrs,stnq20,stnqa,stnrange,stnremotestation,stnso4,stnsamplingcomments,stnsamplingdate,stnsecondarynumber,stnsection,stnshelterfloor,stnstationcodegown,stnsubbasin,stnsubwellnetwork,stnsurfacewaterinteraction,stnsurfacewaterobject,stntau,stntds,stnthmgcaco3l,stntran,stntsm,stntsmlongname,stnthermal,stntopofbank,stntownship,stntypeoflanduseagreement,stnutmzone,stnvalueofdata,stnwds,stnwdsstationno,stnwl,stnwmo,stnwqwellid,stnwaterobjecttype,stnwaterqualitytype,stnwebpublicstationstatus,stnwellconstructioncondcamerar,stnwellmaterials,stnwellreplacementcost,stnph,,statemplate
22030,11574,AB,05BJ910,Little Elbow River near the Mouth,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Little Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22077,11574,AB,05BJ911,Lott Creek below Allen's Trout Farm,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Lott Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22697,11574,AB,05BJ912,Pirmez Creek near the Mouth,Active,Hydrometric,Bow River-South Saskatchewan River,51.04153,-114.398333,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW17-24-3-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Pirmez Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22263,11574,AB,05BJ913,Milburn Creek near the Mouth,Active,Hydrometric,Bow River-South Saskatchewan River,51.037222,-114.384444,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW8-24-3-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Millburn Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23143,11574,AB,05BJ914,Springbank Creek near the Mouth,Active,Hydrometric,Bow River-South Saskatchewan River,51.035556,-114.319444,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-24-3-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Springbank Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22078,11574,AB,05BJ915,Lott Creek near the Mouth,Active,Hydrometric,Bow River-South Saskatchewan River,51.008611,-114.235556,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE4-24-2-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Lott Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22696,11574,AB,05BJ916,Pirmez Creek at the Mouth,Active,Hydrometric,Bow River-South Saskatchewan River,51.045194,-114.388278,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Pirmez Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21589,11574,AB,05BJ917,Glenmore Diversion,Active,Hydrometric,Bow River-South Saskatchewan River,51.000556,-114.0975,,0,,,0,,,Calgary,,1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Manual Gauge Reader,,,,,,,RGLENDIV,,25,60042,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,1,,,,City of Calgary,City of Calgary,,01/01-12/31,3,,,,,,,,,,,,,,,,,0,,,,,Glenmore Reservoir,,,,,,,,0,,,,,,,,RGLENDIV,,Canal,,,,,,,,LakeType3b
21527,11575,AB,05BK002,Fish Creek near Midnapore,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.929201,-114.066554,,0,,,0,,,Calgary,"""1.2 KM NE OF MIDNAPORE APPROX. 300 M DOWNSTREAM FROM HIGHWAY BRIDGE; AND ABOUT 6.4 KM ABOVE CONFLUENCE WITH THE BOW RIVER""",1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60292,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,428,428,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW03-23-01-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Fish Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21522,11575,AB,05BK003,Fish Creek at Bow Bottom Trail,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.907138,-114.01743,,0,,,0,,,Calgary,"""FROM THE INTERSECTION OF CANYON MEADOWS DR. AND BOW BOTTOM TRAIL; IN THE CITY OF CALGARY; FOLLOW BOW BOTTOM TRAIL SOUTH 2.3 KM TO THE FISH CR. PARK ENTRANCE. CONTINUE SOUTH 0.7 KM TO THE TRAFFIC BRIDGE OVER FISH CR. GAUGE LOCATED RIGHT BANK; APPROX 80 M""",1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60291,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,437,442,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW36-22-01-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Fish Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
251351,11575,AB,05BK901,Lloyd Lake Near Priddis,Established,Hydrometric,Bow River-South Saskatchewan River,50.877778,-114.1625,,,,,0,,,---,,1,0,0,0,0,,LakeType2,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geodetic Survey of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benchmark,,,,,NW,,,,,,,8.0 kms W; 1.6 kms S of Hwy 2 on Hwy 22X.,-,5,,,,,1,,,,,,,AENV Mon. Br. Calgary,AENV,,,,,,,,,,,,,2,,,,,,13,,,,,,,,,,,,,,,20,,,,,,,,,Lake,,,,,,,,LakeType2
21521,11575,AB,05BK902,Fish Creek at 37 Street S.W.,Active,Hydrometric,Bow River-South Saskatchewan River,50.926944,-114.139167,,0,,,0,,,Calgary,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW6-23-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Fish Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21524,11575,AB,05BK903,Fish Creek at Macleod Trail,Active,Hydrometric,Bow River-South Saskatchewan River,50.927778,-114.066667,,0,,,0,,,Calgary,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW3-23-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Fish Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21715,11576,AB,05BL003,Highwood River at High River,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.583016,-113.873412,,0,,,0,,,M.D. of Foothills No. 31,AT NEW STEEL TRAFFIC BRIDGE IN HIGH RIVER,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60312,,,,,,,---,,---,,,,,,,,,1031.966,110 APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,1980,1980,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW06-19-28-W4,,,,-,,,,,RHIWHIR,,,,0,,,,WSC - AB,EMSD,,,3,,,,,,,,,,,,,,,05BL903,,0,,,,,Highwood River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
22615,11576,AB,05BL006,Pekisko Creek at Pekisko,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.424108,-114.245448,,0,,,0,,,M.D. of Foothills No. 31,APPROX. 40 KM SW OF HIGH RIVER AT THE BAR U RANCH,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60400,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,203,203,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW08-17-02-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Pekisko Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
23185,11576,AB,05BL007,Stimson Creek near Pekisko,Active,Hydrometric,Bow River-South Saskatchewan River,50.428256,-114.165663,,1190,,,0,,,M.D. of Foothills No. 31,"""ON RIGHT BANK 0.4KM WEST OF PEKISKO P.O.; AND 4.0 KM ABOVE CONFLUENCE WITH PEKISKO CREEK""",1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,FTS,,,,,,RSTIPEKI,,1,60134,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,236,236,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE14-17-02-W5,,,,-,,,,,RSTIPEKI,,,,1,,,,WSC - AB,EMSD,,03/01-10/31,3,,,,,,,,,,,,,,,,,3.871,,,,,Stimson Creek,,,,,,,,0,,,,,,,,RSTIPEKI,,River,,,,,,,,RiverType4
21711,11576,AB,05BL008,Highwood River at Brown's Ranch,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.530796,-114.238533,,0,,,0,,,M.D. of Foothills No. 31,ABOUT 11 KM ABOVE MOUTH OF PEKISKO CREEK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60311,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,1200,1200,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE20-18-02-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Highwood River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
23002,11576,AB,05BL012,Sheep River at Okotoks,Active,Hydrometric,Bow River-South Saskatchewan River,50.723674,-113.972722,,0,,,0,,,M.D. of Foothills No. 31,ON HIGHWAY BRIDGE OVER SHEEP RIVER IN TOWN OF OKOTOKS,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,,,,,,,,RSHEEOKO,,1,60439,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,1493.9,1493.9,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE29-20-29-W4,,,,-,,,,,RSHEEOKO,1,,,1,,,,WSC - AB,EMSD,,01/01-12/31,3,,,,,,,,,,,,,,,05BL906,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType4
22997,11576,AB,05BL014,Sheep River at Black Diamond,Active,Hydrometric,Bow River-South Saskatchewan River,50.687495,-114.24384,,0,,,0,,,M.D. of Foothills No. 31,ON RIGHT BANK 40 M ABOVE HIGHWAY NO. 22 BRIDGE,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,,,,,,,RSHEEBLA,,1,60120,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,592.2,592.2,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE08-20-02-W5,,,,-,,,,,RSHEEBLA,,,,1,,,,WSC - AB,WSC/AENV,,01/01-12/31,3,,,,,,,,,,,,,,,,,1.546,,,,,Sheep River,,,,,,,,0,,,,,,,,RSHEEBLA,,River,,,,,,,,RiverType4
22002,11576,AB,05BL015,Little Bow Canal at High River,Active,Hydrometric,Bow River-South Saskatchewan River,50.582778,-113.868889,,1021,,,0,,,M.D. of Foothills No. 31,ON RIGHT BANK IN THE TOWN OF HIGH RIVER 58 M SOUTH OF HIGHWAY NO. 2A BRIDGE,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,Modem,FTS,,,,,,RLBOWHIR,,1,60069,,,,,,,---,,---,,,,,,,,,1031.397,035 GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE06-19-28-W4,,,,-,,,,,RLBOWHIR,1,,,1,,,,WSC - AB,WSC,,01/01-12/31,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,RLBOWHIR,,Canal,,,,,,,,RiverType4
23304,11576,AB,05BL016,Tongueflag Creek near High River,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.619656,-113.882996,,0,,,0,,,M.D. of Foothills No. 31,ABOUT 5.6 KM NORTH OF HIGH RIVER,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60467,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,268.4,268.4,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE24-19-29-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21722,11576,AB,05BL017,Highwood River Diversion Canal,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.539722,-113.968889,,0,,,0,,,M.D. of Foothills No. 31,3.2 KM SOUTH AND 4.8 KM WEST OF HIGH RIVER,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60314,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW21-18-29-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,RiverType5
22999,11576,AB,05BL018,Sheep River at Buck Ranch,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.622599,-114.435892,,0,,,0,,,M.D. of Foothills No. 31,ABOUT 13 KM SW OF TURNER VALLEY AND 1.6 KM EAST OF BOUNDARY OF PROVINCIAL FOREST RESERVE,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60438,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,454,454,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21713,11576,AB,05BL019,Highwood River at Diebel's Ranch,Active,Hydrometric,Bow River-South Saskatchewan River,50.405388,-114.498865,,0,,,0,,,M.D. of Foothills No. 31,37 KM SW OF LONGVIEW. 1.6 KM EAST OF FOREST RESERVE BOUNDARY ON LEFT BANK,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,,,,,,,RHIWDIE,,1,60049,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,773.6,773.6,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW04-17-04-W5,,,,-,,,,,RHIWDIE,,,,1,,,,WSC - AB,WSC/AENV,,03/01-10/31,3,,,,,,,,,,,,,,,,,3.2,,,,,Highwood River,,,,,,,,0,,,,,,,,RHIWDIE,,River,,,,,,,,RiverType4
23006,11576,AB,05BL020,Sheep River near Aldersyde,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.712481,-113.883604,,0,,,0,,,M.D. of Foothills No. 31,AT HIGHWAY BRIDGE ABOUT 4.8 KM ABOVE CONFLUENCE WITH HIGHWOOD RIVER,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60440,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,1560.7,1565.3,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW19-20-28-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21720,11576,AB,05BL021,Highwood River below Picklejar Creek,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.499052,-114.819179,,0,,,0,,,KANANASKIS IMPROVEMENT DISTRICT,ON LEFT BANK APPROX. 1.6 KM BELOW PICKLEJAR CREEK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60313,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,132,132,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW06-18-06-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC/AENV,,,3,,,,,,,,,,,,,,,,,0,,,,,Highwood River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21172,11576,AB,05BL022,Cataract Creek near Forestry Road,Active,Hydrometric,Bow River-South Saskatchewan River,50.284468,-114.591337,,0,,,0,,,KANANASKIS IMPROVEMENT DISTRICT,"""FROM HWYS #40 & #940; 12.8 KM SOUTH TO BRIDGE; STATION ON R.B. APPROX. 150 -200 M D.S.""",1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,,,,,,,,RCATAFOR,,1,60247,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,165.5,165.5,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW26-15-05-W5,,,,-,,,,,RCATAFOR,,,,1,,,,WSC - AB,WSC/AENV,,01/01-12/31,3,,,,,,,,,,,,,,,,,0,,,,,Cataract Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType4
21709,11576,AB,05BL025,Highwood Diversion Canal near Headgates,Active,Hydrometric,Bow River-South Saskatchewan River,50.552222,-113.988889,,1075,,,0,,,M.D. of Foothills No. 31,ON RIGHT BANK 3.2 KM SOUTH AND 8.0 KM WEST OF HIGH RIVER AT L.O. NELSON RANCH,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,,,,,,,RHIWDIV,,1,60048,,,,,,,---,,---,,,,,,,,,1074.432,110 APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE25-18-30-W4,,,,-,,,,,RHIWDIV,1,,,1,,,,WSC - AB,WSC,,04/01-10/31,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,RHIWDIV,,Canal,,,,,,,,RiverType4
23228,11576,AB,05BL026,Sullivan Creek near Longview,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.530913,-114.394058,,0,,,0,,,M.D. of Foothills No. 31,ON DOWNSTREAM SIDE OF PRIVATE FOOTBRIDGE 11 KM WEST OF LONGVIEW,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,125,125,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE19-18-03-W5,,,,-,,,,,,,,,0,,,,WSC - AB,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Sullivan Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
23308,11576,AB,05BL027,Trap Creek near Longview,Active,Hydrometric,Bow River-South Saskatchewan River,50.477151,-114.426861,,1370,,,0,,,M.D. of Foothills No. 31,ON LEFT BANK APPROX. 23 KM WEST OF LONGVIEW ON HIGHWAY NO. 541 AND 0.3 KM UPSTREAM FROM BRIDGE,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,,,,,,,RTRAPLON,,1,60469,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,137.4,137.4,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW36-17-04-W5,,,,-,,,,,RTRAPLON,,,,1,,,,WSC - AB,WSC/AENV,,05/01-10/31,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType4
23134,11576,AB,05BL901,Spring Creek near Okotoks,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Spring Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21726,11576,AB,05BL902,Highwood River near Strawberry Creek Campground,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Highwood River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21717,11576,AB,05BL903,Highwood River at High River (Wsc Stn No = 05bl003,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,1,60312,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,05BL003,,0,,,,,Highwood River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23008,11576,AB,05BL904,Sheep River near Blue Rock,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23001,11576,AB,05BL905,Sheep River at Cross Ranch,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23004,11576,AB,05BL906,Sheep River at Okotoks (Wsc Stn No 05bl012),Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.721389,-113.980833,,0,,,0,,,M.D. of Foothills No. 31,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE29-20-29-W4,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,05BL012,,0,,,,,Sheep River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
